,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
0,s20,25,27414.28874451002,"(45.395, 42.346, 19.308)","(45.588, 45.588, 16.582)","(58.411, 58.327, 28.591)","(75.624, 72.451, 31.572)","(71.606, 70.225, 42.479)","(79.781, 79.781, 79.781)","(53.0, 32.0, 16.0)","(51.942, 30.057, 17.304)","(51.943, 40.602, 12.927)","(52.894, 42.015, 19.045)"
1,w90,25,25194.868787424515,"(48.627, 42.208, 10.577)","(38.285, 38.239, 5.579)","(52.485, 49.071, 26.317)","(82.383, 81.917, 13.817)","(68.361, 68.331, 31.548)","(79.775, 79.775, 79.734)","(62.943, 35.152, 12.869)","(51.968, 30.389, 13.31)","(55.831, 40.501, 11.208)","(55.434, 42.957, 19.199)"
2,s20w90,25,25826.886362799483,"(45.627, 43.006, 14.935)","(40.164, 40.164, 6.126)","(52.916, 52.916, 27.514)","(77.03, 76.739, 22.448)","(68.544, 68.529, 37.457)","(79.781, 79.781, 79.781)","(55.66, 31.99, 14.592)","(53.031, 29.15, 14.784)","(52.293, 38.879, 11.179)","(55.281, 42.938, 19.107)"
3,s20,50,20856.529436840025,"(41.605, 39.391, 8.04)","(39.247, 39.247, 7.633)","(52.839, 52.839, 17.319)","(49.76, 49.755, 19.822)","(59.765, 59.765, 30.855)","(66.045, 66.045, 57.607)","(43.0, 32.0, 4.0)","(42.972, 32.158, 6.046)","(43.462, 39.04, 1.678)","(41.925, 41.925, 7.734)"
4,w90,50,18931.67930372149,"(42.369, 39.523, 0.0)","(33.937, 31.707, 0.029)","(46.603, 46.587, 15.028)","(47.422, 47.41, 2.582)","(59.667, 59.667, 15.988)","(92.418, 92.366, 25.528)","(54.164, 32.937, 0.0)","(48.193, 33.303, 1.009)","(47.358, 41.927, 0.0)","(45.996, 42.281, 7.889)"
5,s20w90,50,19514.268753893073,"(42.797, 38.961, 3.708)","(33.357, 33.357, 0.095)","(48.176, 48.176, 16.226)","(48.353, 46.389, 11.244)","(59.673, 59.607, 23.451)","(82.028, 82.014, 37.924)","(48.359, 29.845, 2.392)","(45.772, 32.205, 3.54)","(43.648, 43.037, 0.0)","(42.958, 42.489, 7.82)"
6,s20,75,17092.57850235261,"(39.492, 39.425, 0.0)","(35.414, 35.414, 0.041)","(49.804, 49.804, 6.146)","(48.512, 48.459, 8.535)","(50.38, 50.38, 27.406)","(69.924, 69.924, 36.019)","(35.148, 33.327, 0.0)","(38.733, 38.733, 0.0)","(39.197, 39.141, 0.0)","(32.782, 32.782, 2.677)"
7,w90,75,15661.035037289674,"(38.942, 38.874, 0.0)","(30.144, 25.192, 0.0)","(42.785, 42.726, 3.825)","(42.398, 39.172, 0.0)","(52.962, 52.962, 9.822)","(70.038, 70.001, 24.903)","(47.198, 19.629, 0.0)","(41.467, 41.394, 0.023)","(42.274, 40.932, 0.0)","(36.916, 36.916, 0.32)"
8,s20w90,75,15952.900211166783,"(39.069, 39.069, 0.0)","(26.254, 26.254, 0.31)","(46.0, 46.0, 5.0)","(45.305, 45.305, 0.0)","(59.718, 59.718, 12.04)","(61.837, 61.837, 35.81)","(40.038, 25.671, 0.0)","(41.215, 36.602, 0.0)","(39.849, 39.724, 0.0)","(35.803, 35.803, 0.861)"
9,s20,100,14460.805619762537,"(37.24, 37.203, 0.056)","(28.487, 28.487, 0.0)","(46.0, 46.0, 0.0)","(45.997, 45.924, 0.0)","(52.957, 52.953, 13.808)","(52.926, 52.906, 32.923)","(31.49, 30.997, 0.0)","(35.46, 35.417, 0.015)","(35.89, 35.167, 0.0)","(26.817, 26.817, 0.0)"
10,w90,100,13527.596976483088,"(36.495, 36.495, 0.0)","(26.55, 23.962, 0.0)","(36.676, 35.64, 0.0)","(38.496, 36.018, 0.0)","(50.078, 50.078, 1.224)","(59.574, 59.562, 16.507)","(41.355, 21.857, 0.0)","(38.211, 38.129, 0.0)","(38.679, 38.679, 0.008)","(32.899, 32.821, 0.0)"
11,s20w90,100,13563.115007570968,"(36.876, 36.876, 0.0)","(23.354, 23.354, 0.0)","(39.351, 39.351, 0.069)","(36.048, 36.048, 1.586)","(49.075, 49.063, 9.904)","(52.0, 52.0, 28.0)","(34.315, 29.607, 0.0)","(37.459, 34.946, 0.0)","(36.322, 36.322, 0.0)","(29.622, 29.602, 0.0)"
12,s20,125,12529.50598836172,"(35.09, 35.09, 0.0)","(21.787, 21.787, 0.068)","(38.328, 38.328, 0.08)","(37.542, 37.542, 0.261)","(55.57, 55.57, 0.285)","(60.138, 60.13, 14.83)","(28.066, 28.012, 0.007)","(32.271, 32.202, 0.007)","(32.5, 32.5, 0.0)","(24.255, 24.255, 0.0)"
