,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
0,s20,25,24672.058334919973,"(39.996, 39.996, 9.242)","(49.217, 45.901, 3.337)","(56.468, 56.468, 22.531)","(68.465, 60.885, 19.944)","(61.612, 61.612, 45.854)","(79.784, 79.784, 79.74)","(45.685, 35.754, 14.783)","(52.05, 30.691, 15.014)","(46.041, 36.616, 11.05)","(48.596, 35.323, 17.735)"
1,w90,25,22118.98803905406,"(41.749, 41.737, 4.564)","(37.038, 37.038, 0.017)","(46.499, 46.499, 17.609)","(80.0, 80.0, 0.0)","(66.31, 65.362, 23.121)","(79.783, 79.783, 79.725)","(52.783, 34.942, 11.743)","(53.01, 29.283, 11.732)","(48.209, 39.395, 11.198)","(48.834, 36.044, 17.972)"
2,s20w90,25,22631.950969912836,"(41.901, 41.894, 3.96)","(37.933, 37.933, 0.029)","(48.924, 48.919, 19.947)","(81.704, 81.475, 2.648)","(60.845, 60.823, 35.08)","(79.778, 79.778, 79.778)","(45.838, 34.977, 12.678)","(52.537, 29.196, 13.156)","(47.546, 38.855, 11.153)","(48.046, 37.281, 17.831)"
3,s20,50,18337.483726469072,"(34.877, 33.049, 0.0)","(35.305, 35.305, 0.067)","(52.13, 52.13, 10.953)","(50.087, 50.087, 7.221)","(59.368, 59.368, 26.415)","(65.681, 65.681, 57.943)","(33.006, 31.356, 2.29)","(41.932, 29.142, 3.765)","(38.323, 38.302, 0.0)","(36.666, 36.666, 6.422)"
4,w90,50,16041.307962705258,"(36.905, 33.106, 0.026)","(27.268, 27.268, 0.02)","(38.548, 38.548, 6.811)","(38.173, 38.173, 0.032)","(55.965, 55.951, 6.685)","(74.857, 74.852, 39.106)","(42.759, 26.023, 0.0)","(40.026, 35.858, 0.006)","(40.825, 40.825, 0.013)","(38.802, 36.014, 6.709)"
5,s20w90,50,16531.554124535134,"(35.888, 33.039, 0.02)","(29.46, 29.46, 0.0)","(43.544, 43.544, 8.707)","(39.21, 39.21, 0.0)","(61.637, 61.616, 11.604)","(98.387, 98.146, 19.799)","(35.621, 29.034, 0.0)","(39.821, 29.96, 0.0)","(39.625, 39.481, 0.0)","(37.136, 37.117, 6.575)"
6,s20,75,14558.694488904513,"(30.738, 30.738, 0.0)","(28.218, 28.21, 0.012)","(47.934, 47.901, 0.016)","(45.522, 45.522, 0.0)","(59.907, 59.888, 11.886)","(60.01, 59.992, 39.906)","(26.795, 18.871, 0.0)","(30.376, 30.376, 0.0)","(34.823, 34.823, 0.07)","(28.197, 28.123, 0.014)"
7,w90,75,12653.169353848845,"(32.795, 25.96, 0.0)","(19.588, 19.588, 0.0)","(32.593, 32.593, 0.0)","(30.24, 30.24, 0.0)","(47.443, 47.443, 0.0)","(85.005, 85.005, 4.803)","(34.792, 18.912, 0.0)","(35.748, 35.641, 0.0)","(37.294, 37.258, 0.0)","(29.298, 29.11, 0.0)"
8,s20w90,75,13126.137305293989,"(31.776, 27.32, 0.0)","(21.6, 21.597, 0.035)","(38.35, 38.35, 0.0)","(32.072, 32.072, 0.0)","(56.0, 56.0, 0.0)","(79.278, 79.278, 15.657)","(29.519, 20.096, 0.0)","(33.246, 32.578, 0.0)","(36.075, 36.053, 0.0)","(28.623, 28.582, 0.0)"
9,s20,100,12185.434592446658,"(28.679, 28.516, 0.0)","(21.566, 21.566, 0.008)","(40.115, 40.106, 0.141)","(37.389, 37.342, 0.0)","(51.775, 51.775, 7.059)","(59.793, 59.793, 24.902)","(20.902, 15.207, 0.0)","(27.187, 27.138, 0.0)","(31.761, 31.761, 0.0)","(21.002, 18.778, 0.0)"
10,w90,100,10349.712910952612,"(28.955, 26.131, 0.0)","(13.043, 12.999, 0.002)","(26.384, 26.339, 0.0)","(23.415, 23.235, 0.0)","(37.935, 37.856, 0.005)","(66.569, 66.569, 0.597)","(30.027, 20.014, 0.039)","(32.51, 32.227, 0.0)","(33.876, 33.876, 0.0)","(24.202, 24.202, 0.0)"
11,s20w90,100,10620.493920368503,"(27.974, 27.904, 0.0)","(14.49, 14.447, 0.041)","(30.848, 30.848, 0.0)","(25.718, 25.718, 0.0)","(44.065, 44.065, 0.062)","(59.724, 59.721, 13.581)","(24.812, 16.053, 0.007)","(29.801, 29.801, 0.0)","(32.857, 32.766, 0.0)","(21.404, 18.849, 0.0)"
