,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
0,s20,25,31314.168100279214,"(39.949, 39.949, 39.949, 39.949)","(49.168, 49.168, 48.096, 44.231)","(50.134, 50.134, 50.134, 50.134)","(112.881, 112.881, 112.217, 112.494)","(54.971, 54.971, 54.971, 54.971)","(79.781, 79.781, 79.781, 79.781)","(43.348, 43.348, 27.342, 23.344)","(51.49, 51.49, 34.956, 24.331)","(45.903, 45.903, 38.285, 22.053)","(46.44, 46.44, 31.974, 21.234)"
1,s20w90_75_25,25,30534.333894264026,"(40.307, 40.307, 40.307, 40.307)","(40.0, 40.0, 40.0, 40.0)","(47.95, 47.95, 47.95, 47.947)","(112.899, 112.899, 112.19, 112.401)","(54.279, 54.279, 54.279, 54.279)","(79.78, 79.78, 79.78, 79.78)","(44.379, 44.379, 27.016, 23.119)","(51.579, 51.579, 37.15, 23.235)","(46.195, 46.195, 40.669, 22.766)","(46.659, 46.659, 31.336, 20.892)"
2,s20w90_50_50,25,30391.342684648633,"(40.779, 40.779, 40.779, 40.779)","(39.012, 39.012, 38.051, 37.962)","(47.409, 47.409, 47.409, 47.409)","(112.502, 112.502, 112.187, 112.214)","(53.871, 53.871, 53.871, 53.871)","(79.782, 79.782, 79.782, 79.782)","(45.782, 45.782, 26.057, 22.946)","(51.66, 51.66, 36.905, 23.648)","(46.484, 46.484, 41.293, 22.535)","(46.869, 46.869, 31.497, 21.217)"
3,s20w90_25_75,25,30835.815379173437,"(41.267, 41.267, 41.267, 40.622)","(38.621, 38.621, 38.002, 37.101)","(54.446, 54.446, 50.903, 46.877)","(112.553, 112.553, 112.372, 112.153)","(53.465, 53.465, 53.465, 53.465)","(79.779, 79.779, 79.779, 79.779)","(47.395, 47.395, 27.439, 23.274)","(51.731, 51.731, 35.736, 23.242)","(47.072, 47.072, 40.396, 22.365)","(47.654, 47.654, 31.987, 21.331)"
4,w90,25,31729.904384491052,"(41.754, 41.754, 41.754, 40.824)","(38.712, 38.712, 37.974, 37.031)","(46.486, 46.486, 46.486, 46.486)","(112.543, 112.543, 112.215, 112.29)","(53.333, 53.333, 53.333, 53.144)","(79.781, 79.781, 79.781, 79.78)","(51.973, 51.973, 27.009, 23.2)","(51.835, 51.835, 34.992, 23.564)","(47.987, 47.987, 40.775, 22.549)","(48.416, 48.416, 32.354, 21.304)"
5,s20,50,27132.03419429924,"(34.828, 34.828, 34.828, 30.66)","(32.819, 32.819, 32.819, 32.771)","(45.739, 45.739, 43.897, 43.37)","(42.874, 42.874, 42.126, 41.819)","(48.813, 48.813, 47.998, 47.251)","(62.365, 62.365, 62.365, 62.365)","(32.987, 32.987, 32.987, 15.843)","(39.508, 39.508, 39.508, 20.158)","(37.563, 37.563, 37.563, 17.772)","(36.651, 36.651, 36.651, 15.083)"
6,s20w90_75_25,50,26145.16993015886,"(35.367, 35.367, 35.367, 30.131)","(32.86, 32.86, 31.015, 30.568)","(42.592, 42.592, 40.935, 40.636)","(40.025, 40.025, 40.025, 39.795)","(45.193, 45.193, 45.193, 45.193)","(62.291, 62.291, 62.291, 62.291)","(34.104, 34.104, 34.104, 15.492)","(39.603, 39.603, 39.603, 20.221)","(38.35, 38.35, 38.35, 17.551)","(36.875, 36.875, 36.3, 16.2)"
7,s20w90_50_50,50,25773.280102716908,"(35.882, 35.882, 35.882, 30.16)","(29.906, 29.906, 29.657, 29.458)","(38.2, 38.2, 38.2, 38.2)","(38.735, 38.735, 38.666, 38.605)","(45.894, 45.894, 45.028, 44.847)","(62.298, 62.298, 62.298, 62.298)","(35.56, 35.56, 35.513, 16.079)","(39.741, 39.741, 39.741, 20.143)","(39.121, 39.121, 39.121, 19.869)","(37.073, 37.073, 37.073, 16.198)"
8,s20w90_25_75,50,26135.354995614714,"(36.38, 36.38, 36.38, 30.032)","(28.367, 28.367, 28.367, 28.367)","(38.984, 38.984, 38.037, 37.853)","(38.44, 38.44, 38.44, 38.44)","(45.689, 45.689, 45.277, 44.224)","(62.292, 62.292, 62.292, 62.292)","(37.285, 37.285, 37.257, 15.654)","(39.836, 39.836, 39.836, 20.175)","(39.9, 39.9, 39.9, 20.066)","(37.281, 37.281, 36.026, 15.882)"
9,w90,50,27022.289529398662,"(36.904, 36.904, 36.904, 30.038)","(28.582, 28.582, 28.015, 27.276)","(38.874, 38.874, 38.04, 37.189)","(38.184, 38.184, 38.184, 38.18)","(46.0, 46.0, 44.0, 44.0)","(62.29, 62.29, 62.29, 62.29)","(42.717, 42.717, 42.717, 15.139)","(39.908, 39.908, 39.908, 20.196)","(40.687, 40.687, 39.599, 17.744)","(37.488, 37.488, 36.338, 16.163)"
