,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
0,s20,25,22790.90416772385,"(39.965, 39.965, 0.0)","(46.258, 43.792, 0.397)","(61.099, 55.403, 10.987)","(85.233, 85.213, 19.228)","(73.844, 60.906, 42.58)","(79.797, 79.788, 79.76)","(39.015, 32.396, 14.767)","(52.461, 28.904, 14.373)","(42.906, 35.055, 10.943)","(44.435, 28.454, 15.003)"
1,w90,25,19334.339995096863,"(39.968, 39.968, 0.0)","(42.308, 37.029, 15.292)","(52.367, 46.501, 0.349)","(80.0, 80.0, 0.0)","(63.221, 62.769, 19.653)","(79.789, 79.789, 79.789)","(42.812, 35.02, 11.686)","(52.722, 29.121, 8.589)","(45.985, 32.987, 11.378)","(45.882, 26.656, 15.619)"
2,s20w90,25,20603.5162452963,"(39.96, 39.96, 0.0)","(43.403, 37.027, 14.577)","(53.94, 46.523, 5.018)","(80.0, 80.0, 0.0)","(62.342, 61.494, 29.546)","(79.792, 79.792, 79.682)","(41.824, 34.939, 11.748)","(52.219, 29.482, 11.485)","(45.579, 36.305, 11.027)","(45.031, 27.05, 15.358)"
3,s20,50,16253.576764832309,"(30.809, 30.809, 0.021)","(32.343, 32.343, 0.353)","(50.1, 50.098, 0.0)","(52.898, 47.63, 0.048)","(61.746, 59.92, 20.836)","(72.589, 72.589, 49.14)","(25.71, 25.71, 3.437)","(38.863, 29.342, 0.021)","(32.27, 32.27, 0.266)","(35.332, 26.327, 3.835)"
4,w90,50,13044.453768097983,"(30.301, 30.301, 0.023)","(26.766, 26.766, 17.511)","(35.308, 35.308, 0.006)","(37.358, 37.358, 1.276)","(53.495, 53.271, 0.0)","(94.76, 88.317, 14.513)","(29.299, 29.247, 0.012)","(39.337, 30.004, 0.047)","(34.673, 34.575, 0.0)","(36.007, 26.611, 4.478)"
5,s20w90,50,14155.20330568792,"(30.287, 30.287, 0.009)","(27.058, 27.058, 11.572)","(39.113, 38.295, 0.0)","(38.344, 38.319, 0.01)","(57.559, 55.974, 3.212)","(86.203, 86.203, 25.724)","(26.976, 25.648, 0.0)","(39.194, 29.999, 0.0)","(33.216, 33.155, 0.009)","(35.313, 25.937, 4.151)"
6,s20,75,12553.282483567513,"(23.937, 23.937, 0.001)","(25.102, 25.102, 0.513)","(42.108, 42.107, 0.004)","(37.637, 37.637, 0.0)","(64.063, 59.515, 1.73)","(74.924, 74.924, 24.377)","(17.075, 16.961, 0.0)","(28.816, 23.017, 0.0)","(27.632, 27.629, 0.0)","(25.926, 22.101, 0.0)"
7,w90,75,9835.006506719037,"(25.843, 23.178, 0.009)","(17.611, 17.604, 16.178)","(26.681, 26.681, 0.018)","(29.63, 29.63, 2.778)","(41.885, 41.88, 0.052)","(74.618, 74.618, 4.578)","(23.455, 15.734, 0.0)","(29.778, 19.98, 0.0)","(31.566, 31.566, 0.0)","(27.547, 22.965, 0.064)"
8,s20w90,75,10866.506895241297,"(23.934, 23.592, 0.0)","(19.395, 19.395, 10.659)","(28.528, 28.528, 0.0)","(30.46, 30.46, 0.0)","(45.709, 45.709, 0.027)","(84.75, 84.75, 4.604)","(19.526, 19.451, 0.0)","(29.345, 19.96, 0.028)","(29.565, 29.565, 0.0)","(26.8, 22.92, 0.0)"
9,s20,100,9846.089562616246,"(18.896, 18.896, 0.0)","(18.686, 18.686, 0.446)","(34.611, 34.611, 0.028)","(30.936, 30.936, 0.01)","(48.014, 48.014, 0.122)","(55.941, 55.941, 21.872)","(12.021, 12.021, 0.009)","(20.698, 18.925, 0.0)","(24.993, 24.993, 0.0)","(18.54, 15.925, 0.0)"
10,w90,100,7374.096990079669,"(22.118, 18.978, 0.003)","(11.705, 11.705, 11.705)","(19.793, 19.793, 0.0)","(22.519, 22.519, 0.871)","(34.144, 34.118, 0.039)","(56.636, 56.63, 0.068)","(18.821, 11.942, 0.0)","(21.733, 20.733, 0.0)","(28.716, 28.693, 0.0)","(20.211, 16.095, 0.0)"
11,s20w90,100,8222.975720977473,"(20.087, 18.57, 0.0)","(11.996, 11.996, 10.419)","(21.412, 21.412, 0.0)","(23.26, 23.26, 0.0)","(36.753, 36.704, 0.0)","(65.957, 65.957, 0.764)","(13.16, 13.105, 0.0)","(21.167, 16.158, 0.035)","(26.876, 26.876, 0.0)","(19.353, 19.313, 0.0)"
12,s20,125,7764.279604388988,"(14.832, 14.677, 0.0)","(12.326, 12.317, 0.472)","(27.358, 27.358, 0.019)","(24.689, 24.667, 0.088)","(38.29, 38.29, 0.047)","(59.509, 59.509, 4.436)","(8.627, 8.598, 0.0)","(15.89, 15.89, 0.071)","(22.511, 22.482, 0.0)","(12.519, 12.457, 0.0)"
13,w90,125,5603.175472758822,"(18.719, 18.692, 0.0)","(7.951, 7.951, 7.951)","(15.312, 15.312, 0.053)","(18.756, 18.756, 1.572)","(27.19, 27.19, 0.016)","(39.171, 39.153, 0.287)","(14.184, 7.075, 0.003)","(18.386, 18.384, 0.0)","(26.1, 26.1, 0.009)","(14.381, 12.823, 0.0)"
14,s20w90,125,6250.143155542538,"(16.908, 16.004, 0.032)","(8.179, 8.179, 8.179)","(15.629, 15.571, 0.017)","(19.0, 19.0, 0.0)","(29.613, 29.613, 0.009)","(46.681, 46.681, 0.0)","(9.35, 9.173, 0.0)","(16.521, 16.518, 0.0)","(24.292, 24.292, 0.0)","(13.427, 13.077, 0.0)"
15,s20,150,6038.88973440761,"(13.953, 13.927, 0.0)","(9.003, 9.003, 1.539)","(20.666, 20.666, 0.0)","(19.105, 19.095, 0.1)","(31.115, 31.115, 0.0)","(42.832, 42.782, 2.849)","(7.051, 7.049, 0.0)","(13.904, 13.792, 0.0)","(20.2, 20.2, 0.0)","(7.439, 7.273, 0.0)"
16,w90,150,4250.097612957499,"(15.842, 15.556, 0.0)","(4.988, 4.988, 4.988)","(11.07, 11.07, 0.0)","(15.768, 15.744, 1.078)","(20.763, 20.76, 0.0)","(27.846, 27.846, 0.0)","(10.609, 9.539, 0.0)","(15.993, 15.993, 0.0)","(23.597, 23.597, 0.017)","(9.36, 9.303, 0.0)"
17,s20w90,150,4711.282452748426,"(14.596, 13.921, 0.0)","(5.283, 5.283, 5.283)","(11.721, 11.721, 0.0)","(16.0, 16.0, 0.0)","(23.0, 23.0, 0.0)","(28.68, 28.68, 0.0)","(8.398, 5.979, 0.0)","(14.592, 14.592, 0.0)","(21.911, 21.886, 0.0)","(8.423, 8.403, 0.0)"
