,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
0,s20,25,29374.236819030833,"(40.0, 40.0, 40.0)","(48.863, 48.587, 44.094)","(49.655, 49.655, 49.655)","(80.0, 80.0, 80.0)","(54.798, 54.798, 54.795)","(79.909, 79.8, 79.785)","(42.185, 23.593, 22.22)","(51.452, 30.453, 23.104)","(44.904, 29.334, 21.363)","(45.915, 30.886, 20.196)"
1,w90,25,28971.243906745123,"(42.782, 41.981, 39.706)","(38.745, 38.378, 37.042)","(46.489, 46.489, 46.489)","(80.0, 80.0, 80.0)","(52.665, 52.659, 52.645)","(79.784, 79.784, 79.784)","(47.878, 23.528, 22.214)","(52.346, 23.37, 22.461)","(46.363, 30.585, 21.483)","(46.99, 29.494, 20.363)"
2,s20w90,25,28918.996925985397,"(40.0, 40.0, 40.0)","(39.381, 38.248, 37.3)","(60.807, 54.631, 47.233)","(80.0, 80.0, 80.0)","(53.756, 53.756, 53.756)","(80.0, 80.0, 80.0)","(42.434, 23.221, 22.214)","(52.928, 26.31, 22.764)","(45.615, 29.092, 21.394)","(46.404, 31.328, 20.218)"
3,s20,50,23504.337379035056,"(32.621, 32.617, 30.533)","(32.933, 32.886, 32.733)","(42.865, 42.865, 42.865)","(41.822, 41.822, 41.822)","(46.742, 46.742, 46.742)","(62.337, 62.337, 62.337)","(33.0, 19.0, 16.0)","(39.51, 20.71, 19.053)","(36.234, 36.234, 16.683)","(36.096, 29.934, 14.919)"
4,w90,50,22666.533042598287,"(35.679, 35.679, 28.841)","(28.571, 28.571, 26.533)","(38.759, 38.759, 36.716)","(37.96, 37.96, 37.96)","(43.548, 43.548, 43.548)","(62.305, 62.305, 62.305)","(38.745, 16.056, 15.847)","(41.678, 22.528, 17.545)","(39.318, 39.318, 16.741)","(37.144, 27.681, 15.158)"
5,s20w90,50,22628.263540190597,"(35.787, 33.103, 29.779)","(28.863, 28.863, 28.863)","(37.984, 37.984, 37.983)","(38.561, 38.561, 38.561)","(44.492, 44.492, 44.492)","(62.301, 62.301, 62.301)","(32.617, 16.291, 15.661)","(39.502, 21.144, 18.439)","(37.731, 37.731, 16.777)","(36.675, 29.355, 14.992)"
6,s20,75,19408.614113389172,"(28.536, 28.536, 22.841)","(25.579, 25.579, 25.579)","(36.521, 36.484, 36.444)","(34.216, 34.216, 34.216)","(40.0, 40.0, 40.0)","(50.533, 50.533, 50.533)","(26.0, 19.0, 11.0)","(31.411, 22.676, 13.726)","(36.483, 35.26, 12.231)","(27.67, 25.797, 10.518)"
7,w90,75,18250.566247793147,"(31.875, 31.836, 20.302)","(18.549, 18.549, 18.549)","(28.652, 28.652, 27.928)","(32.654, 32.654, 29.571)","(36.424, 36.424, 36.415)","(52.663, 48.985, 48.64)","(32.766, 14.412, 10.32)","(32.821, 25.222, 12.197)","(39.306, 39.264, 12.254)","(28.677, 28.642, 10.525)"
8,s20w90,75,18317.932908490024,"(29.806, 29.742, 21.478)","(22.766, 22.766, 20.749)","(29.865, 29.865, 29.86)","(30.648, 30.648, 30.648)","(37.153, 37.153, 37.129)","(49.21, 49.18, 48.825)","(29.0, 19.0, 10.0)","(32.386, 19.683, 13.708)","(37.799, 37.695, 12.232)","(28.168, 26.417, 10.646)"
9,s20,100,15544.300443555116,"(24.812, 24.812, 16.291)","(19.138, 19.138, 19.138)","(30.072, 30.072, 30.06)","(28.147, 28.138, 27.984)","(34.196, 34.196, 34.186)","(40.532, 40.532, 40.532)","(17.643, 17.508, 6.047)","(22.942, 22.942, 8.964)","(36.228, 36.135, 7.714)","(20.308, 20.308, 7.751)"
10,w90,100,14523.371119687465,"(27.839, 27.839, 12.33)","(12.779, 12.779, 10.884)","(22.41, 22.41, 19.656)","(29.369, 29.296, 21.242)","(30.418, 30.418, 30.418)","(42.811, 36.025, 36.025)","(26.582, 25.659, 3.946)","(30.698, 30.698, 6.925)","(39.279, 39.202, 7.807)","(23.214, 23.143, 8.625)"
11,s20w90,100,14491.455700948818,"(26.021, 25.165, 13.831)","(15.044, 15.012, 13.3)","(23.585, 23.585, 23.585)","(24.168, 24.122, 24.071)","(30.953, 30.953, 30.953)","(42.877, 39.004, 37.826)","(22.183, 16.743, 5.2)","(27.026, 27.026, 7.615)","(36.8, 36.8, 8.946)","(20.889, 20.85, 7.891)"
12,s20,125,12471.792737631313,"(26.547, 26.461, 8.368)","(12.941, 12.941, 12.941)","(24.421, 24.421, 24.408)","(22.496, 22.496, 22.496)","(28.847, 28.847, 28.847)","(32.346, 32.258, 31.54)","(14.101, 14.02, 1.998)","(22.795, 22.795, 4.487)","(36.22, 36.162, 3.196)","(14.871, 14.836, 5.428)"
13,w90,125,11566.794377794291,"(28.512, 28.13, 3.31)","(11.857, 11.857, 2.0)","(18.778, 18.77, 11.766)","(21.187, 21.159, 14.474)","(24.745, 24.745, 24.481)","(35.553, 29.071, 27.729)","(25.923, 25.883, 0.001)","(31.906, 28.163, 1.962)","(39.186, 39.139, 3.397)","(24.769, 24.769, 2.418)"
14,s20w90,125,11400.308373299458,"(27.185, 27.185, 5.052)","(10.081, 10.081, 6.279)","(18.614, 18.614, 17.825)","(19.208, 19.184, 18.307)","(25.521, 25.497, 25.48)","(33.969, 33.943, 27.779)","(18.035, 17.929, 0.055)","(28.839, 18.026, 4.677)","(37.751, 37.71, 3.281)","(15.444, 15.411, 5.564)"
15,s20,150,10213.258908420308,"(28.087, 28.087, 0.693)","(11.133, 11.133, 6.476)","(19.073, 19.073, 19.073)","(17.875, 17.875, 17.875)","(23.853, 23.853, 23.848)","(31.927, 31.903, 23.464)","(13.875, 13.875, 0.0)","(22.755, 22.7, 0.0)","(35.219, 35.156, 0.022)","(13.884, 13.884, 1.464)"
16,w90,150,9729.277374750483,"(28.254, 25.037, 0.0)","(8.625, 8.545, 0.008)","(15.968, 15.031, 7.805)","(21.058, 20.965, 5.608)","(22.761, 18.98, 18.899)","(35.363, 29.424, 21.291)","(22.794, 22.794, 0.078)","(29.111, 29.069, 0.004)","(38.268, 38.268, 0.049)","(22.84, 22.84, 0.003)"
17,s20w90,150,9224.796455837912,"(28.364, 23.713, 0.0)","(8.45, 8.45, 0.045)","(12.401, 12.401, 12.373)","(18.806, 18.806, 11.081)","(20.468, 20.468, 20.468)","(32.386, 32.336, 21.383)","(16.802, 16.619, 0.0)","(25.881, 25.84, 0.1)","(36.733, 36.733, 0.036)","(14.069, 14.039, 1.699)"
18,s20,200,7387.167995158796,"(25.344, 19.363, 0.042)","(7.601, 7.548, 0.041)","(12.631, 12.596, 8.423)","(12.899, 12.899, 9.905)","(19.169, 16.315, 14.657)","(35.0, 29.0, 13.0)","(11.347, 11.233, 0.004)","(18.502, 18.366, 0.035)","(28.402, 28.325, 0.046)","(12.772, 3.025, 0.0)"
19,w90,200,7284.084097501511,"(24.521, 19.927, 0.015)","(8.153, 0.541, 0.0)","(14.247, 14.137, 0.0)","(14.788, 14.707, 0.0)","(25.785, 15.548, 6.798)","(36.086, 36.07, 8.567)","(17.448, 17.448, 0.0)","(23.108, 22.963, 0.0)","(31.789, 30.099, 0.093)","(15.116, 15.116, 0.083)"
20,s20w90,200,6707.0590463170365,"(25.014, 19.337, 0.014)","(6.0, 0.0, 0.0)","(14.49, 14.469, 0.265)","(16.159, 16.159, 0.035)","(15.507, 15.426, 10.155)","(34.351, 28.988, 10.255)","(14.231, 14.2, 0.021)","(19.868, 19.861, 0.0)","(29.99, 29.899, 0.0)","(12.559, 5.901, 0.014)"
21,s20,400,3716.936213297585,"(17.794, 13.967, 0.0)","(0.0, 0.0, 0.0)","(9.682, 8.811, 0.0)","(8.272, 6.11, 0.0)","(15.689, 5.903, 0.014)","(29.759, 29.522, 0.0)","(2.306, 0.161, 0.05)","(11.744, 10.702, 0.0)","(16.91, 14.024, 0.0)","(5.687, 5.17, 0.0)"
22,w90,400,4309.687649031852,"(18.346, 12.028, 0.0)","(2.875, 0.036, 0.0)","(11.438, 8.197, 0.0)","(7.77, 4.143, 0.0)","(15.233, 15.233, 0.0)","(35.709, 11.682, 0.0)","(7.66, 7.572, 0.014)","(13.736, 13.619, 0.0)","(18.666, 17.204, 0.0)","(8.758, 6.327, 0.012)"
