,angle,batt kwh,total cost,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2
0,s20,25,31135.93559740009,"(45.61, 42.143, 39.607)","(44.509, 44.509, 44.509)","(54.762, 53.195, 51.422)","(80.0, 80.0, 80.0)","(69.758, 63.545, 56.502)","(79.968, 79.856, 79.847)","(52.059, 23.102, 22.286)","(52.662, 26.716, 23.541)","(50.455, 32.912, 21.423)","(52.821, 39.798, 20.417)"
1,w90,25,30953.081237799983,"(48.612, 42.07, 39.612)","(38.315, 38.28, 38.057)","(52.506, 49.541, 47.699)","(80.0, 80.0, 80.0)","(66.247, 56.727, 54.103)","(79.829, 79.827, 79.812)","(62.43, 22.99, 22.291)","(53.0, 26.0, 23.0)","(55.778, 33.721, 21.395)","(54.374, 53.051, 20.513)"
2,s20w90,25,30775.74983164535,"(45.79, 42.013, 39.687)","(40.877, 40.877, 40.142)","(51.776, 51.733, 48.567)","(80.0, 80.0, 80.0)","(67.975, 56.495, 55.243)","(79.795, 79.795, 79.795)","(54.337, 24.318, 22.22)","(51.798, 30.855, 22.92)","(51.378, 32.962, 21.411)","(53.639, 49.389, 20.486)"
3,s20,50,25395.92571399569,"(39.593, 39.492, 29.125)","(33.309, 33.309, 33.309)","(44.922, 44.908, 44.312)","(49.735, 47.489, 41.877)","(58.309, 49.762, 47.729)","(65.855, 64.71, 62.474)","(42.002, 22.865, 15.998)","(42.694, 28.385, 18.892)","(42.847, 42.806, 16.756)","(41.789, 35.621, 15.357)"
4,w90,50,25412.531395079666,"(42.903, 33.288, 29.812)","(35.484, 32.082, 29.351)","(46.918, 41.821, 38.618)","(48.049, 40.654, 38.594)","(58.321, 47.337, 44.606)","(67.621, 64.212, 62.315)","(55.624, 19.149, 15.322)","(45.831, 29.206, 17.681)","(47.352, 34.912, 16.978)","(43.991, 36.682, 15.336)"
5,s20w90,50,25247.736825724412,"(43.0, 39.0, 29.0)","(32.299, 32.299, 30.574)","(43.844, 43.841, 41.447)","(48.372, 42.449, 39.894)","(57.181, 48.1, 45.769)","(68.173, 63.792, 62.363)","(48.764, 19.026, 15.691)","(45.461, 22.719, 18.538)","(43.758, 43.159, 16.793)","(42.911, 36.1, 15.281)"
6,s20,75,21734.656080513723,"(39.89, 39.718, 21.449)","(28.386, 28.364, 26.313)","(38.325, 38.325, 38.325)","(42.669, 35.986, 34.448)","(49.801, 43.964, 40.587)","(58.829, 52.978, 50.747)","(35.588, 25.969, 11.244)","(39.028, 26.452, 14.498)","(42.865, 42.752, 12.26)","(32.351, 32.338, 11.738)"
7,w90,75,21735.840630261206,"(40.125, 39.96, 19.529)","(32.795, 26.756, 20.881)","(41.364, 33.78, 32.186)","(43.0, 33.0, 31.0)","(51.458, 40.072, 37.475)","(58.231, 52.334, 49.197)","(47.222, 22.066, 10.204)","(39.525, 36.232, 12.696)","(44.316, 43.423, 12.37)","(39.917, 39.912, 12.016)"
8,s20w90,75,21410.5290672149,"(42.0, 35.0, 21.0)","(23.831, 23.831, 23.831)","(38.291, 35.945, 35.337)","(42.803, 33.466, 32.587)","(49.2, 40.539, 38.99)","(57.698, 53.854, 49.873)","(40.188, 25.86, 10.594)","(37.839, 34.326, 13.352)","(43.479, 43.479, 12.317)","(35.773, 35.693, 12.207)"
9,s20,100,18674.385339600383,"(41.739, 41.654, 13.748)","(20.375, 20.375, 20.375)","(32.325, 32.325, 32.325)","(35.623, 35.594, 28.707)","(42.597, 36.261, 35.282)","(49.588, 49.282, 42.296)","(32.362, 32.343, 6.903)","(34.577, 34.577, 9.828)","(41.118, 41.015, 9.885)","(32.203, 32.176, 7.404)"
10,w90,100,19028.307170401928,"(42.333, 39.997, 11.778)","(28.975, 22.19, 13.745)","(36.584, 36.584, 25.931)","(38.806, 29.055, 23.945)","(48.434, 43.232, 31.84)","(52.8, 41.978, 38.731)","(41.38, 38.223, 5.207)","(38.673, 38.673, 7.823)","(43.916, 43.849, 8.053)","(38.748, 38.748, 8.805)"
11,s20w90,100,18615.053401495483,"(42.392, 39.549, 12.79)","(21.642, 21.626, 16.751)","(33.312, 33.312, 29.155)","(36.025, 29.274, 25.81)","(45.761, 36.876, 33.344)","(52.745, 41.997, 39.724)","(36.567, 36.522, 5.87)","(36.646, 36.587, 8.81)","(43.464, 43.464, 7.806)","(35.646, 35.522, 7.88)"
12,s20,125,16581.880280855083,"(43.387, 41.099, 7.376)","(18.438, 18.438, 14.075)","(27.705, 27.703, 26.773)","(31.738, 27.093, 24.544)","(40.49, 40.308, 30.422)","(51.899, 48.106, 33.847)","(32.49, 32.49, 2.189)","(34.5, 34.167, 5.31)","(42.854, 42.804, 3.248)","(31.606, 31.541, 3.685)"
13,w90,125,17049.502962783183,"(44.442, 37.171, 5.403)","(28.987, 28.987, 5.432)","(32.834, 28.164, 20.103)","(38.876, 36.36, 15.304)","(49.312, 42.78, 26.27)","(58.412, 35.419, 28.51)","(40.767, 40.747, 0.444)","(38.953, 37.227, 3.321)","(42.755, 42.705, 5.015)","(40.923, 40.923, 1.888)"
14,s20w90,125,16686.305668169804,"(45.891, 35.125, 5.878)","(23.155, 23.11, 9.692)","(28.989, 28.94, 23.287)","(33.265, 33.146, 19.369)","(45.715, 39.385, 27.912)","(56.999, 35.664, 30.767)","(36.605, 36.469, 1.306)","(36.446, 36.446, 4.372)","(43.49, 43.463, 3.271)","(35.604, 35.207, 3.519)"
15,s20,150,14972.619715480336,"(43.328, 41.813, 2.732)","(18.819, 18.819, 9.592)","(28.614, 23.279, 21.42)","(28.236, 28.236, 19.386)","(41.085, 38.118, 25.933)","(56.362, 41.132, 25.855)","(30.875, 30.772, 0.0)","(34.5, 34.068, 0.803)","(40.371, 40.322, 1.795)","(30.924, 30.839, 0.002)"
16,w90,150,15491.35890969785,"(43.29, 41.147, 0.895)","(29.495, 29.495, 0.0)","(32.481, 32.481, 14.123)","(39.46, 39.306, 8.873)","(51.278, 38.6, 20.637)","(57.452, 43.708, 21.849)","(37.786, 37.783, 0.056)","(37.659, 37.597, 0.039)","(43.107, 43.107, 0.009)","(38.536, 38.536, 0.046)"
17,s20w90,150,15147.128230434602,"(44.232, 41.459, 0.752)","(25.02, 24.93, 2.471)","(29.577, 29.216, 17.64)","(35.78, 27.972, 14.766)","(45.65, 41.054, 22.855)","(57.857, 42.343, 22.638)","(34.317, 34.173, 0.0)","(36.374, 36.168, 0.0)","(42.408, 42.408, 0.093)","(34.612, 34.607, 0.111)"
18,s20,200,12405.033555546952,"(38.952, 38.952, 0.041)","(23.059, 13.555, 0.424)","(28.971, 27.713, 10.12)","(28.512, 28.512, 9.878)","(41.691, 36.149, 16.876)","(55.245, 48.452, 15.775)","(24.859, 24.854, 0.0)","(28.692, 28.692, 0.0)","(34.709, 34.66, 0.12)","(24.03, 23.988, 0.099)"
19,w90,200,12948.172643866481,"(38.16, 36.247, 0.056)","(22.859, 22.666, 0.034)","(34.085, 34.057, 2.682)","(39.306, 39.306, 0.048)","(51.89, 38.162, 10.879)","(61.159, 36.668, 10.788)","(31.468, 31.468, 0.089)","(31.444, 31.232, 0.0)","(36.01, 35.999, 0.0)","(31.186, 31.15, 0.054)"
20,s20w90,200,12631.337113458312,"(38.399, 38.236, 0.073)","(21.293, 19.99, 0.0)","(32.076, 26.604, 6.44)","(35.209, 29.094, 5.005)","(48.756, 30.434, 14.159)","(57.376, 46.224, 12.813)","(28.331, 27.553, 0.009)","(30.014, 29.88, 0.119)","(35.369, 35.369, 0.054)","(27.667, 27.562, 0.0)"
21,s20,400,7776.720880187586,"(28.089, 19.62, 0.014)","(18.706, 12.075, 0.001)","(28.967, 23.052, 0.004)","(26.284, 24.773, 0.0)","(35.039, 28.618, 0.001)","(42.527, 39.16, 0.0)","(14.799, 7.702, 0.0)","(15.738, 15.697, 0.0)","(24.317, 10.013, 0.0)","(14.309, 8.785, 0.0)"
22,w90,400,8229.536736042424,"(25.817, 25.794, 0.036)","(18.463, 18.301, 0.0)","(29.312, 22.047, 0.013)","(28.417, 23.561, 0.0)","(37.509, 27.881, 0.025)","(45.158, 29.376, 0.038)","(20.521, 4.451, 0.023)","(18.801, 18.448, 0.0)","(22.32, 20.297, 0.0)","(15.653, 14.722, 0.01)"
23,s20w90,400,7926.25567260332,"(26.135, 25.484, 0.0)","(19.325, 11.123, 0.0)","(29.382, 21.637, 0.003)","(26.0, 26.0, 0.0)","(35.907, 29.195, 0.0)","(44.907, 29.306, 0.0)","(15.616, 12.004, 0.0)","(18.115, 12.344, 0.0)","(23.314, 15.007, 0.014)","(15.056, 10.301, 0.0)"
24,s20,600,6763.019923426782,"(28.481, 4.505, 0.0)","(18.415, 8.933, 0.0)","(24.842, 21.464, 0.0)","(25.389, 18.327, 0.0)","(29.772, 28.784, 0.0)","(38.123, 29.603, 0.0)","(12.777, 3.028, 0.0)","(15.607, 2.866, 0.039)","(18.387, 18.387, 0.017)","(9.688, 9.013, 0.01)"
25,w90,600,7236.71198974186,"(25.576, 10.923, 0.0)","(18.662, 11.834, 0.004)","(26.577, 17.221, 0.0)","(23.629, 23.629, 0.0)","(35.158, 16.306, 0.0)","(41.162, 22.969, 0.0)","(19.0, 0.0, 0.0)","(18.57, 8.293, 0.0)","(19.513, 19.513, 0.0)","(13.189, 9.092, 0.025)"
26,s20w90,600,6989.315031028945,"(28.293, 3.529, 0.017)","(18.822, 8.953, 0.0)","(25.224, 21.091, 0.0)","(25.666, 15.897, 0.0)","(36.259, 9.255, 0.0)","(39.05, 28.244, 0.0)","(15.238, 2.874, 0.0)","(15.847, 9.268, 0.009)","(18.954, 18.92, 0.044)","(12.058, 6.761, 0.0)"
